Sentence #,Word,POS,Tag
,or,O,O
,11.7,B-NP,O
,percent,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Only,B-NP,O
,Seat,I-NP,B-ORG
,and,I-NP,O
,Porsche,I-NP,B-ORG
,had,B-VP,O
,fewer,B-NP,O
,registrations,I-NP,O
,in,B-PP,O
,July,B-NP,O
,1996,I-NP,O
,compared,B-PP,O
,to,B-PP,O
,last,B-NP,O
,year,I-NP,O
,'s,B-NP,O
,July,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Seat,B-NP,B-ORG
,posted,B-VP,O
,"3,420",B-NP,O
,registrations,I-NP,O
,compared,B-PP,O
,with,B-PP,O
,5522,B-NP,O
,registrations,I-NP,O
,in,B-PP,O
,July,B-NP,O
,a,B-NP,O
,year,I-NP,O
,earlier,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,Porsche,B-NP,B-ORG
,'s,B-NP,O
,registrations,I-NP,O
,fell,B-VP,O
,to,B-PP,O
,554,B-NP,O
,from,B-PP,O
,643,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,"
",-X-,O
,GREEK,B-NP,B-MISC
,SOCIALISTS,I-NP,O
,GIVE,B-VP,O
,GREEN,B-NP,O
,LIGHT,I-NP,O
,TO,B-PP,O
,PM,B-NP,O
,FOR,B-PP,O
,ELECTIONS,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,ATHENS,B-NP,B-LOC
,1996-08-22,I-NP,O
,"
",I-NP,O
,The,B-NP,O
,Greek,I-NP,B-MISC
,socialist,I-NP,O
,party,I-NP,O
,'s,B-NP,O
,executive,I-NP,O
,bureau,I-NP,O
,gave,B-VP,O
,the,B-NP,O
,green,I-NP,O
,light,I-NP,O
,to,B-PP,O
,Prime,B-NP,O
,Minister,I-NP,O
,Costas,B-VP,B-PER
,Simitis,B-NP,I-PER
,to,B-VP,O
,call,I-VP,O
,snap,I-VP,O
,elections,B-NP,O
,",",O,O
,its,B-NP,O
,general,I-NP,O
,secretary,I-NP,O
,Costas,B-NP,B-PER
,Skandalidis,I-NP,I-PER
,told,B-VP,O
,reporters,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Prime,B-NP,O
,Minister,I-NP,O
,Costas,B-VP,B-PER
,Simitis,B-NP,I-PER
,is,B-VP,O
,going,I-VP,O
,to,I-VP,O
,make,I-VP,O
,an,B-NP,O
,official,I-NP,O
,announcement,I-NP,O
,after,B-PP,O
,a,B-NP,O
,cabinet,I-NP,O
,meeting,I-NP,O
,later,B-ADVP,O
,on,B-PP,O
,Thursday,B-NP,O
,",",O,O
,said,B-VP,O
,Skandalidis,B-NP,B-PER
,.,B-NP,B-PER
,.,.,0
,"
",B-NP,B-PER
Sentence :52,--,B-NP,B-PER
,Dimitris,B-NP,B-PER
,Kontogiannis,I-NP,I-PER
,",",O,O
,Athens,B-NP,B-ORG
,Newsroom,I-NP,I-ORG
,+301,I-NP,O
,3311812-4,I-NP,O
,"
",I-NP,O
,"
",-X-,O
,BayerVB,B-NP,B-ORG
,sets,B-VP,O
,C$,B-NP,B-MISC
,100,I-NP,O
,million,I-NP,O
,six-year,I-NP,O
,bond,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,LONDON,B-NP,B-LOC
,1996-08-22,I-NP,O
,"
",I-NP,O
,The,B-NP,O
,following,I-NP,O
,bond,I-NP,O
,was,B-VP,O
,announced,I-VP,O
,by,B-PP,O
,lead,B-NP,O
,manager,I-NP,O
,Toronto,I-NP,B-PER
,Dominion,I-NP,I-PER
,.,I-NP,I-PER
,.,.,0
,"
",I-NP,I-PER
,BORROWER,B-NP,O
,BAYERISCHE,I-NP,B-ORG
,VEREINSBANK,I-NP,I-ORG
,"
",I-NP,I-ORG
,AMT,O,O
,C$,B-NP,B-MISC
,100,I-NP,O
,MLN,I-NP,O
,COUPON,I-NP,O
,6.625,I-NP,O
,MATURITY,I-NP,O
,24.SEP.02,B-NP,O
,"
",B-NP,O
,TYPE,B-NP,O
,STRAIGHT,I-NP,O
,ISS,I-NP,O
,PRICE,I-NP,O
,100.92,I-NP,O
,PAY,I-NP,O
,DATE,I-NP,O
,24.SEP.96,I-NP,O
,"
",I-NP,O
,FULL,B-NP,O
,FEES,I-NP,O
,1.875,B-NP,O
,REOFFER,I-NP,O
,99.32,I-NP,O
,SPREAD,I-NP,O
,+20,I-NP,O
,BP,I-NP,O
,"
",I-NP,O
,MOODY,B-NP,O
,AA1,B-NP,O
,LISTING,I-NP,O
,LUX,I-NP,O
,PAY,I-NP,O
,FREQ,I-NP,O
,=,B-VP,O
,"
",B-VP,O
,S&P,B-NP,B-ORG
,=,B-VP,O
,DENOMS,B-NP,O
,(,O,O
,K,B-NP,O
,),O,O
,1-10-100,B-NP,O
,SALE,I-NP,O
,LIMITS,B-VP,O
,US,B-NP,B-LOC
,/,O,O
,UK,B-NP,B-LOC
,/,O,O
,CA,B-ADJP,B-LOC
,"
",B-ADJP,B-LOC
,NEG,B-NP,O
,PLG,I-NP,O
,NO,I-NP,O
,CRS,I-NP,O
,DEFLT,I-NP,O
,NO,I-NP,O
,FORCE,B-VP,O
,MAJ,I-VP,O
,=,I-VP,O
,"
",I-VP,O
,GOV,B-NP,O
,LAW,I-NP,O
,GERMAN,I-NP,B-MISC
,HOME,I-NP,O
,CTRY,I-NP,O
,=,B-VP,O
,TAX,B-NP,O
,PROVS,I-NP,O
,STANDARD,B-VP,O
,"
",B-VP,O
,MGT,B-NP,O
,/,O,O
,UND,B-NP,O
,0.275,I-NP,O
,SELL,B-VP,O
,CONC,B-NP,O
,1.60,I-NP,O
,PRAECIP,I-NP,O
,=,B-VP,O
,"
",B-VP,O
,UNDERLYING,B-VP,O
,GOVT,B-NP,O
,BOND,I-NP,O
,7.0,I-NP,O
,PCT,I-NP,O
,SEPT,I-NP,O
,2001,I-NP,O
,"
",I-NP,O
,NOTES,B-NP,O
,BAYERISCHE,B-VP,B-ORG
,VEREINSBANK,B-NP,I-ORG
,IS,B-VP,O
,JOINT,I-VP,O
,LEAD,B-NP,O
,MANAGER,I-NP,O
,"
",I-NP,O
,--,B-NP,O
,London,I-NP,B-ORG
,Newsroom,I-NP,I-ORG
,+44,I-NP,O
,171,I-NP,O
,542,I-NP,O
,7658,I-NP,O
,"
",I-NP,O
,"
",-X-,O
,Venantius,B-NP,B-ORG
,sets,I-NP,O
,$,B-NP,O
,300,I-NP,O
,million,I-NP,O
,January,I-NP,O
,1999,I-NP,O
,FRN,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,LONDON,B-NP,B-LOC
,1996-08-22,I-NP,O
,"
",I-NP,O
,The,B-NP,O
,following,I-NP,O
,floating-rate,I-NP,O
,issue,I-NP,O
,was,B-VP,O
,announced,I-VP,O
,by,B-PP,O
,lead,B-NP,O
,manager,I-NP,O
,Lehman,I-NP,B-ORG
,Brothers,I-NP,I-ORG
,International,I-NP,I-ORG
,.,I-NP,I-ORG
,.,.,0
,"
",I-NP,I-ORG
,BORROWER,B-NP,O
,VENANTIUS,I-NP,B-ORG
,AB,I-NP,I-ORG
,(,O,O
,SWEDISH,B-NP,B-MISC
,NATIONAL,I-NP,O
,MORTGAGE,I-NP,O
,AGENCY,I-NP,O
,),O,O
,"
",O,O
,AMT,O,O
,$,B-NP,O
,300,I-NP,O
,MLN,I-NP,O
,SPREAD,I-NP,O
Sentence :56,-,I-NP,O
,12.5,B-NP,O
,BP,I-NP,O
,MATURITY,I-NP,O
,21.JAN.99,I-NP,O
,"
",I-NP,O
,TYPE,B-NP,O
,FRN,I-NP,O
,BASE,I-NP,O
,3M,I-NP,B-ORG
,LIBOR,I-NP,O
,PAY,I-NP,O
,DATE,I-NP,O
,S23.SEP.96,I-NP,O
,"
",I-NP,O
,LAST,B-NP,O
,MOODY,I-NP,O
,AA3,B-NP,O
,ISS,I-NP,O
,PRICE,I-NP,O
,99.956,I-NP,O
,FULL,I-NP,O
,FEES,I-NP,O
,10,B-NP,O
,BP,I-NP,O
,"
",I-NP,O
,LAST,B-NP,O
,S&P,I-NP,B-ORG
,AA+,I-NP,O
,REOFFER,I-NP,O
,=,B-VP,O
,"
",B-VP,O
,NOTES,B-NP,O
,S,I-NP,O
,SHORT,I-NP,O
,FIRST,I-NP,O
,COUPON,I-NP,O
,"
",I-NP,O
,LISTING,B-VP,O
,LONDON,B-NP,B-LOC
,DENOMS,I-NP,O
,(,O,O
,K,B-NP,O
,),O,O
,1-10-100,B-NP,O
,SALE,I-NP,O
,LIMITS,B-VP,O
,US,B-NP,B-LOC
,/,O,O
,UK,B-NP,B-LOC
,/,O,O
,JP,B-NP,B-LOC
,/,O,O
,FR,B-ADJP,B-LOC
,"
",B-ADJP,B-LOC
,NEG,B-NP,O
,PLG,I-NP,O
,YES,I-NP,O
,CRS,I-NP,O
,DEFLT,I-NP,O
,NO,I-NP,O
,FORCE,B-VP,O
,MAJ,I-VP,O
,IPMA,B-NP,O
,2,I-NP,O
,"
",I-NP,O
,GOV,B-NP,O
,LAW,I-NP,O
,ENGLISH,I-NP,B-MISC
,HOME,I-NP,O
,CTRY,I-NP,O
,SWEDEN,I-NP,B-LOC
,TAX,I-NP,O
,PROVS,I-NP,O
,STANDARD,B-VP,O
,"
",B-VP,O
,MGT,B-NP,O
,/,O,O
,UND,B-NP,O
,5,I-NP,O
,BP,I-NP,O
,SELL,B-VP,O
,CONC,B-NP,O
,5,I-NP,O
,BP,I-NP,O
,PRAECIP,I-NP,O
,=,B-VP,O
,"
",B-VP,O
,NOTES,B-NP,O
,ISSUED,B-VP,O
,OFF,B-NP,O
,EMTN,I-NP,O
,PROGRAMME,I-NP,O
,"
",I-NP,O
,--,B-NP,O
,London,I-NP,B-ORG
,Newsroom,I-NP,I-ORG
,+44,I-NP,O
,171,I-NP,O
,542,I-NP,O
,8863,I-NP,O
,"
",I-NP,O
,"
",-X-,O
,Port,B-NP,O
,conditions,I-NP,O
,update,B-VP,O
Sentence :56,-,B-VP,O
,Syria,B-NP,B-LOC
Sentence :56,-,B-NP,B-LOC
,Lloyds,B-NP,B-ORG
,Shipping,I-NP,I-ORG
,.,I-NP,I-ORG
,.,.,0
,"
",I-NP,I-ORG
,Port,B-NP,O
,conditions,I-NP,O
,from,B-PP,O
,Lloyds,B-NP,B-ORG
,Shipping,I-NP,I-ORG
,Intelligence,I-NP,I-ORG
,Service,I-NP,I-ORG
Sentence :57,--,I-NP,I-ORG
,"
",I-NP,I-ORG
,LATTAKIA,B-NP,B-LOC
,",",O,O
,Aug,B-NP,O
,10,I-NP,O
,-,I-NP,O
,waiting,B-VP,O
,time,B-NP,O
,at,B-PP,O
,Lattakia,B-NP,B-LOC
,and,I-NP,O
,Tartous,I-NP,B-LOC
,presently,B-ADVP,O
,24,B-NP,O
,hours,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"
",-X-,O
,Israel,B-NP,B-LOC
,plays,B-VP,O
,down,B-PRT,O
,fears,B-NP,O
,of,B-PP,O
,war,B-NP,O
,with,B-PP,O
,Syria,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,Colleen,B-NP,B-PER
,Siegel,I-NP,I-PER
,"
",I-NP,I-PER
,JERUSALEM,B-NP,B-LOC
,1996-08-22,I-NP,O
,"
",I-NP,O
,Israel,B-NP,B-LOC
,'s,B-NP,O
,outgoing,I-NP,O
,peace,I-NP,O
,negotiator,I-NP,O
,with,B-PP,O
,Syria,B-NP,B-LOC
,said,B-VP,O
,on,B-PP,O
,Thursday,B-NP,O
,current,I-NP,O
,tensions,I-NP,O
,between,B-PP,O
,the,B-NP,O
,two,I-NP,O
,countries,I-NP,O
,appeared,B-VP,O
,to,I-VP,O
,be,I-VP,O
,a,B-NP,O
,storm,I-NP,O
,in,B-PP,O
,a,B-NP,O
,teacup,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Itamar,B-NP,B-PER
,Rabinovich,I-NP,I-PER
,",",O,O
,who,B-NP,O
,as,B-PP,O
,Israel,B-NP,B-LOC
,'s,B-NP,O
,ambassador,I-NP,O
,to,B-PP,O
,Washington,B-NP,B-LOC
,conducted,B-VP,O
,unfruitful,B-NP,O
,negotiations,I-NP,O
,with,B-PP,O
,Syria,B-NP,B-LOC
,",",O,O
,told,B-VP,O
,Israel,B-NP,B-ORG
,Radio,I-NP,I-ORG
,it,B-NP,O
,looked,B-VP,O
,like,B-PP,O
,Damascus,B-NP,B-LOC
,wanted,B-VP,O
,to,I-VP,O
,talk,I-VP,O
,rather,B-CONJP,O
,than,I-CONJP,O
,fight,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,"""",O,O
,It,B-NP,O
,appears,B-VP,O
,to,B-PP,O
,me,B-NP,O
,the,B-NP,O
,Syrian,I-NP,B-MISC
,priority,I-NP,O
,is,B-VP,O
,still,B-ADVP,O
,to,B-VP,O
,negotiate,I-VP,O
,.,I-VP,O
,.,.,0
,"
",I-VP,O
,The,B-NP,O
,Syrians,I-NP,B-MISC
,are,B-VP,O
,confused,B-ADJP,O
,",",O,O
,they,B-NP,O
,are,B-VP,O
,definitely,I-VP,O
,tense,B-NP,O
,",",O,O
,but,O,O
,the,B-NP,O
,general,I-NP,O
,assessment,I-NP,O
,here,B-ADVP,O
,in,B-PP,O
,Washington,B-NP,B-LOC
,is,B-VP,O
,that,B-SBAR,O
,this,B-NP,O
,is,B-VP,O
,essentially,B-ADVP,O
,a,B-NP,O
,storm,I-NP,O
,in,B-PP,O
,a,B-NP,O
,teacup,I-NP,O
,",",O,O
,"""",O,O
,he,B-NP,O
,said,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,Rabinovich,B-NP,B-PER
,is,B-VP,O
,winding,I-VP,O
,up,B-PRT,O
,his,B-NP,O
,term,I-NP,O
,as,B-PP,O
,ambassador,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,He,B-NP,O
,will,B-VP,O
,be,I-VP,O
,replaced,I-VP,O
,by,B-PP,O
,Eliahu,B-NP,B-PER
,Ben-Elissar,I-NP,I-PER
,",",O,O
,a,B-NP,O
,former,I-NP,O
,Israeli,I-NP,B-MISC
,envoy,I-NP,O
,to,B-PP,O
,Egypt,B-NP,B-LOC
,and,O,O
,right-wing,B-NP,O
,Likud,I-NP,B-ORG
,party,I-NP,O
,politician,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Israel,B-NP,B-LOC
,on,B-PP,O
,Wednesday,B-NP,O
,sent,B-VP,O
,Syria,B-NP,B-LOC
,a,B-NP,O
,message,I-NP,O
,",",O,O
,via,B-PP,O
,Washington,B-NP,B-LOC
,",",O,O
,saying,B-VP,O
,it,B-NP,O
,was,B-VP,O
,committed,I-VP,O
,to,B-PP,O
,peace,B-NP,O
,and,O,O
,wanted,B-VP,O
,to,I-VP,O
,open,I-VP,O
,negotiations,B-NP,O
,without,B-PP,O
,preconditions,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,But,O,O
,it,B-NP,O
,slammed,B-VP,O
,Damascus,B-NP,B-LOC
,for,B-PP,O
,creating,B-VP,O
,what,B-NP,O
,it,B-NP,O
,called,B-VP,O
,a,B-NP,O
,dangerous,I-NP,O
,atmosphere,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Syria,B-NP,B-LOC
,accused,B-VP,O
,Israel,B-NP,B-LOC
,on,B-PP,O
,Wednesday,B-NP,O
,of,B-PP,O
,launching,B-VP,O
,a,B-NP,O
,hysterical,I-NP,O
,campaign,I-NP,O
,against,B-PP,O
,it,B-NP,O
,after,B-PP,O
,Israeli,B-NP,B-MISC
,television,I-NP,O
,reported,B-VP,O
,that,B-SBAR,O
,Damascus,B-NP,B-LOC
,had,B-VP,O
,recently,I-VP,O
,test,I-VP,O
,fired,I-VP,O
,a,B-NP,O
,missile,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,It,B-NP,O
,said,B-VP,O
,its,B-NP,O
,arms,I-NP,O
,purchases,I-NP,O
,were,B-VP,O
,for,B-PP,O
,defensive,B-NP,O
,purposes,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"""",O,O
,The,B-NP,O
,message,I-NP,O
,that,B-SBAR,O
,we,B-NP,O
,sent,B-VP,O
,to,I-VP,O
,(,O,O
,Syrian,B-NP,B-MISC
,President,I-NP,O
,Hafez,I-NP,B-PER
,al-,I-NP,I-PER
,),O,O
,Assad,B-NP,B-PER
,is,B-VP,O
,that,B-SBAR,O
,Israel,B-NP,B-LOC
,is,B-VP,O
,ready,B-ADJP,O
,at,B-PP,O
,any,B-NP,O
,time,I-NP,O
,without,B-PP,O
,preconditions,B-NP,O
,to,B-VP,O
,enter,I-VP,O
,peace,B-NP,O
,negotiations,I-NP,O
,",",O,O
,"""",O,O
,Israeli,B-NP,B-MISC
,Foreign,I-NP,O
,Minister,I-NP,O
,David,I-NP,B-PER
,Levy,I-NP,I-PER
,told,B-VP,O
,Israel,B-NP,B-ORG
,Radio,I-NP,I-ORG
,in,B-PP,O
,an,B-NP,O
,interview,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Tension,B-NP,O
,has,B-VP,O
,mounted,I-VP,O
,since,B-PP,O
,Israeli,B-NP,B-MISC
,Prime,I-NP,O
,Minister,I-NP,O
,Benjamin,I-NP,B-PER
,Netanyahu,I-NP,I-PER
,took,B-VP,O
,office,B-NP,O
,in,B-PP,O
,June,B-NP,O
,vowing,B-VP,O
,to,I-VP,O
,retain,I-VP,O
,the,B-NP,O
,Golan,I-NP,B-LOC
,Heights,I-NP,I-LOC
,Israel,I-NP,B-LOC
,captured,B-VP,O
,from,B-PP,O
,Syria,B-NP,B-LOC
,in,B-PP,O
,the,B-NP,O
,1967,I-NP,O
,Middle,I-NP,B-LOC
,East,I-NP,I-LOC
,war,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Israeli-Syrian,B-NP,B-MISC
,peace,I-NP,O
,talks,I-NP,O
,have,B-VP,O
,been,I-VP,O
,deadlocked,B-ADJP,O
,over,B-PP,O
,the,B-NP,O
,Golan,I-NP,B-LOC
,since,B-PP,O
,1991,B-NP,O
,despite,B-PP,O
,the,B-NP,O
,previous,I-NP,O
,government,I-NP,O
,'s,B-NP,O
,willingness,I-NP,O
,to,B-VP,O
,make,I-VP,O
,Golan,B-NP,B-LOC
,concessions,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Peace,B-NP,O
,talks,I-NP,O
,between,B-PP,O
,the,B-NP,O
,two,I-NP,O
,sides,I-NP,O
,were,B-VP,O
,last,B-NP,O
,held,I-NP,O
,in,B-PP,O
,February,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,"""",O,O
,The,B-NP,O
,voices,I-NP,O
,coming,B-VP,O
,out,B-PP,O
,of,B-PP,O
,Damascus,B-NP,B-LOC
,are,B-VP,O
,bad,B-ADJP,O
,",",I-ADJP,O
,not,I-ADJP,O
,good,I-ADJP,O
,.,I-ADJP,O
,.,.,0
,"
",I-ADJP,O
,The,B-NP,O
,media,I-NP,O
,...,O,O
,"
",O,O
,are,B-VP,O
,full,B-ADJP,O
,of,B-PP,O
,expressions,B-NP,O
,and,I-NP,O
,declarations,I-NP,O
,that,B-NP,O
,must,B-VP,O
,be,I-VP,O
,worrying,I-VP,O
,...,O,O
,"
",O,O
,this,B-NP,O
,artificial,I-NP,O
,atmosphere,I-NP,O
,is,B-VP,O
,very,B-ADJP,O
,dangerous,I-ADJP,O
,because,B-SBAR,O
,those,B-NP,O
,who,B-NP,O
,spread,I-NP,O
,it,B-NP,O
,could,B-VP,O
,become,I-VP,O
,its,B-NP,O
,prisoners,I-NP,O
,",",O,O
,"""",O,O
,Levy,B-NP,B-PER
,said,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,"""",O,O
,We,B-NP,O
,expect,B-VP,O
,from,B-PP,O
,Syria,B-NP,B-LOC
,",",O,O
,if,B-SBAR,O
,its,B-NP,O
,face,I-NP,O
,is,B-VP,O
,to,B-PP,O
,peace,B-NP,O
,",",O,O
,that,B-SBAR,O
,it,B-NP,O
,will,B-VP,O
,answer,I-VP,O
,Israel,B-NP,B-LOC
,'s,B-NP,O
,message,I-NP,O
,to,B-VP,O
,enter,I-VP,O
,peace,B-NP,O
,negotiations,I-NP,O
,because,B-SBAR,O
,that,B-NP,O
,is,B-VP,O
,our,B-NP,O
,goal,I-NP,O
,",",O,O
,"""",O,O
,he,B-NP,O
,said,B-VP,O
,.,B-VP,O
,.,.,0
,"""",O,O
,"
",O,O
,We,B-NP,O
,do,B-VP,O
,not,I-VP,O
,want,I-VP,O
,a,B-NP,O
,war,I-NP,O
,",",O,O
,God,B-NP,B-PER
,forbid,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,No,B-NP,O
,one,I-NP,O
,benefits,I-NP,O
,from,B-PP,O
,wars,B-NP,O
,.,B-NP,O
,.,.,0
,"""",O,O
,"
",O,O
,Israel,B-NP,B-LOC
,'s,B-NP,O
,Channel,I-NP,B-ORG
,Two,I-NP,I-ORG
,television,I-NP,O
,said,B-VP,O
,Damascus,B-NP,B-LOC
,had,B-VP,O
,sent,I-VP,O
,a,B-NP,O
,"""",O,O
,calming,B-NP,O
,signal,I-NP,O
,"""",O,O
,to,B-VP,O
,Israel,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,It,B-NP,O
,gave,B-VP,O
,no,B-NP,O
,source,I-NP,O
,for,B-PP,O
,the,B-NP,O
,report,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Netanyahu,B-NP,B-PER
,and,I-NP,O
,Levy,I-NP,B-PER
,'s,B-NP,O
,spokesmen,I-NP,O
,said,B-VP,O
,they,B-NP,O
,could,B-VP,O
,not,I-VP,O
,confirm,I-VP,O
,it,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,The,B-NP,O
,television,I-NP,O
,also,B-ADVP,O
,said,B-VP,O
,that,B-SBAR,O
,Netanyahu,B-NP,B-PER
,had,B-VP,O
,sent,I-VP,O
,messages,B-NP,O
,to,B-VP,O
,reassure,I-VP,O
,Syria,B-NP,B-LOC
,via,B-PP,O
,Cairo,B-NP,B-LOC
,",",O,O
,the,B-NP,O
,United,I-NP,B-LOC
,States,I-NP,I-LOC
,and,O,O
,Moscow,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,"
",-X-,O
,Polish,B-NP,B-MISC
,diplomat,I-NP,O
,denies,B-VP,O
,nurses,B-NP,O
,stranded,B-VP,O
,in,B-PP,O
,Libya,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,TUNIS,B-NP,B-LOC
,1996-08-22,I-NP,O
,"
",I-NP,O
,A,B-NP,O
,Polish,I-NP,B-MISC
,diplomat,I-NP,O
,on,B-PP,O
,Thursday,B-NP,O
,denied,B-VP,O
,a,B-NP,O
,Polish,I-NP,B-MISC
,tabloid,I-NP,O
,report,I-NP,O
,this,B-NP,O
,week,I-NP,O
,that,B-SBAR,O
,Libya,B-NP,B-LOC
,was,B-VP,O
,refusing,I-VP,O
,exit,B-NP,O
,visas,I-NP,O
,to,B-PP,O
,100,B-NP,O
,Polish,I-NP,B-MISC
,nurses,I-NP,O
,trying,B-VP,O
,to,I-VP,O
,return,I-VP,O
,home,B-NP,O
,after,B-PP,O
,working,B-VP,O
,in,B-PP,O
,the,B-NP,O
,North,I-NP,B-MISC
,African,I-NP,I-MISC
,country,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"""",O,O
,This,B-NP,O
,is,B-VP,O
,not,O,O
,true,B-ADJP,O
,.,B-ADJP,O
,.,.,0
,"
",B-ADJP,O
,Up,B-PP,O
,to,B-PP,O
,today,B-NP,O
,",",O,O
,we,B-NP,O
,have,B-VP,O
,no,B-NP,O
,knowledge,I-NP,O
,of,B-PP,O
,any,B-NP,O
,nurse,I-NP,O
,stranded,B-VP,O
,or,I-VP,O
,kept,I-VP,O
,in,B-PP,O
,Libya,B-NP,B-LOC
,without,B-PP,O
,her,B-NP,O
,will,I-NP,O
,",",O,O
,and,O,O
,we,B-NP,O
,have,B-VP,O
,not,I-VP,O
,received,I-VP,O
,any,B-NP,O
,complaint,I-NP,O
,",",O,O
,"""",O,O
,the,B-NP,O
,Polish,I-NP,B-MISC
,embassy,I-NP,O
,'s,B-NP,O
,charge,I-NP,O
,d'affaires,I-NP,O
,in,B-PP,O
,Tripoli,B-NP,B-LOC
,",",O,O
,Tadeusz,B-NP,B-PER
,Awdankiewicz,I-NP,I-PER
,",",O,O
,told,B-VP,O
,Reuters,B-NP,B-ORG
,by,B-PP,O
,telephone,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Poland,B-NP,B-LOC
,'s,B-NP,O
,labour,I-NP,O
,ministry,I-NP,O
,said,B-VP,O
,this,B-NP,O
,week,I-NP,O
,it,B-NP,O
,would,B-VP,O
,send,I-VP,O
,a,B-NP,O
,team,I-NP,O
,to,B-PP,O
,Libya,B-NP,B-LOC
,to,B-VP,O
,investigate,I-VP,O
,",",O,O
,but,O,O
,Awdankiewicz,B-NP,B-PER
,said,B-VP,O
,the,B-NP,O
,probe,I-NP,O
,was,B-VP,O
,prompted,I-VP,O
,by,B-PP,O
,some,B-NP,O
,nurses,I-NP,O
,complaining,B-VP,O
,about,B-PP,O
,their,B-NP,O
,work,I-NP,O
,conditions,I-NP,O
,such,B-PP,O
,as,I-PP,O
,non-payment,B-NP,O
,of,B-PP,O
,their,B-NP,O
,salaries,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,He,B-NP,O
,said,B-VP,O
,that,B-SBAR,O
,there,B-NP,O
,are,B-VP,O
,an,B-NP,O
,estimated,I-NP,O
,800,I-NP,O
,Polish,I-NP,B-MISC
,nurses,I-NP,O
,working,B-VP,O
,in,B-PP,O
,Libya,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,"
",-X-,O
,Two,B-NP,O
,Iranian,I-NP,B-MISC
,opposition,I-NP,O
,leaders,I-NP,O
,meet,B-VP,O
,in,B-PP,O
,Baghdad,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,Hassan,B-NP,B-PER
,Hafidh,I-NP,I-PER
,"
",I-NP,I-PER
,BAGHDAD,B-NP,B-LOC
,1996-08-22,I-NP,O
,"
",I-NP,O
,An,B-NP,O
,Iranian,I-NP,B-MISC
,exile,I-NP,O
,group,I-NP,O
,based,B-VP,O
,in,B-PP,O
,Iraq,B-NP,B-LOC
,vowed,B-VP,O
,on,B-PP,O
,Thursday,B-NP,O
,to,B-VP,O
,extend,I-VP,O
,support,B-NP,O
,to,B-PP,O
,Iran,B-NP,B-LOC
,'s,B-NP,O
,Kurdish,I-NP,B-MISC
,rebels,I-NP,O
,after,B-SBAR,O
,they,B-NP,O
,were,B-VP,O
,attacked,I-VP,O
,by,B-PP,O
,Iranian,B-NP,B-MISC
,troops,I-NP,O
,deep,B-ADJP,O
,inside,B-PP,O
,Iraq,B-NP,B-LOC
,last,B-NP,O
,month,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,A,B-NP,O
,Mujahideen,I-NP,B-ORG
,Khalq,I-NP,I-ORG
,statement,I-NP,O
,said,B-VP,O
,its,B-NP,O
,leader,I-NP,O
,Massoud,I-NP,B-PER
,Rajavi,I-NP,I-PER
